City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
153,Biak,ID,2022-07-14 14:07:54,-0.9131,122.8766,74.71,91,100,6.15
154,Kitimat,CA,2022-07-14 14:07:54,54.0524,-128.6534,51.91,28,100,1.12
155,Maragogi,BR,2022-07-14 14:07:54,-9.0122,-35.2225,80.15,65,2,11.52
156,Lerwick,GB,2022-07-14 14:07:55,60.1545,-1.1494,57.2,71,70,15.28
157,Flinders,AU,2022-07-14 14:07:55,-34.5833,150.8552,48.38,76,25,9.78
158,Castro,BR,2022-07-14 14:07:36,-24.7911,-50.0119,60.33,83,100,10.51
159,Klichka,RU,2022-07-14 14:07:56,50.4457,117.996,59.41,94,100,4.92
160,Anchorage,US,2022-07-14 14:05:00,61.2181,-149.9003,55.45,94,100,4.61
161,Comodoro Rivadavia,AR,2022-07-14 14:05:05,-45.8667,-67.5,35.46,93,100,11.5
162,Farsala,GR,2022-07-14 14:07:56,39.2947,22.3847,90.34,24,0,10.29
163,Kyshtovka,RU,2022-07-14 14:07:57,56.555,76.6271,64.4,83,100,7.61
164,Gunjur,GM,2022-07-14 14:07:57,13.2019,-16.7339,80.96,76,93,10.58
165,Aitape,PG,2022-07-14 14:07:57,-3.1374,142.3475,77.63,88,71,2.66
166,Vila Velha,BR,2022-07-14 14:07:32,-20.3297,-40.2925,71.55,94,75,3.44
167,Half Moon Bay,US,2022-07-14 14:07:58,37.4636,-122.4286,62.91,90,100,10.36
168,Murgab,TM,2022-07-14 14:07:58,37.4966,61.9714,103.05,10,0,15.46
169,Rethimnon,GR,2022-07-14 14:07:58,35.3647,24.4714,83.19,53,3,21.59
170,Mahon,ES,2022-07-14 14:07:59,39.8885,4.2658,88.36,51,0,8.05
171,Manta,EC,2022-07-14 14:07:59,-0.95,-80.7333,73.18,83,75,4.61
172,Saint Anthony,US,2022-07-14 14:08:00,45.0205,-93.218,72.95,75,0,6.91
173,Vila,PT,2022-07-14 14:08:00,42.0304,-8.1588,77.88,14,99,1.7
174,Lamar,US,2022-07-14 14:08:00,33.6668,-95.5836,84.11,65,0,13.8
175,Tabou,CI,2022-07-14 14:08:00,4.423,-7.3528,77.68,76,100,9.35
176,Bonthe,SL,2022-07-14 14:08:01,7.5264,-12.505,81.57,75,89,12.15
177,Axim,GH,2022-07-14 14:08:01,4.8699,-2.2405,78.55,78,93,11.05
178,Huntsville,US,2022-07-14 14:07:23,34.7304,-86.5861,82.22,77,0,1.99
179,Katsuura,JP,2022-07-14 14:08:41,35.1333,140.3,74.62,94,100,7.58
180,Balaipungut,ID,2022-07-14 14:09:02,1.05,101.2833,76.77,95,95,0.43
181,Ahipara,NZ,2022-07-14 14:09:02,-35.1667,173.1667,53.64,88,73,9.28
182,Clyde River,CA,2022-07-14 14:09:03,70.4692,-68.5914,47.71,68,56,5.3
183,Grand Gaube,MU,2022-07-14 14:09:03,-20.0064,57.6608,71.38,69,57,5.99
184,Fort Nelson,CA,2022-07-14 14:09:03,58.8053,-122.7002,55.11,63,57,4.07
185,Saint-Augustin,CA,2022-07-14 14:05:12,51.226,-58.6502,66.85,46,0,9.15
186,Wanning,CN,2022-07-14 14:09:04,18.8003,110.3967,81.48,90,93,5.08
187,Kapit,MY,2022-07-14 14:09:04,2.0167,112.9333,73.08,97,92,1.25
188,Krasnaya Polyana,RU,2022-07-14 14:09:04,56.242,51.1442,69.76,87,100,8.39
189,Olafsvik,IS,2022-07-14 14:09:05,64.8945,-23.7142,50.5,74,20,4.09
190,Lavrentiya,RU,2022-07-14 14:09:05,65.5833,-171.0,47.88,70,100,4.85
191,Aripuana,BR,2022-07-14 14:09:05,-9.1667,-60.6333,87.53,36,4,2.53
192,Kirakira,SB,2022-07-14 14:09:06,-10.4544,161.9205,76.86,83,93,5.39
193,Norman Wells,CA,2022-07-14 14:09:06,65.282,-126.8329,47.41,92,100,13.31
194,Carnarvon,AU,2022-07-14 14:09:06,-24.8667,113.6333,68.9,79,0,11.03
195,Kysyl-Syr,RU,2022-07-14 14:09:07,63.8986,122.7617,61.97,98,9,4.38
196,Linhares,BR,2022-07-14 14:06:33,-19.3911,-40.0722,78.91,60,43,6.98
197,Maniitsoq,GL,2022-07-14 14:09:07,65.4167,-52.9,46.42,73,0,5.32
198,Iqaluit,CA,2022-07-14 14:04:01,63.7506,-68.5145,43.7,81,97,4.0
199,Nemuro,JP,2022-07-14 14:09:07,43.3236,145.575,60.19,89,100,11.03
200,Kerema,PG,2022-07-14 14:09:08,-7.9631,145.7785,75.65,87,100,9.1
201,Sept-Iles,CA,2022-07-14 14:09:08,50.2001,-66.3821,62.06,68,13,4.0
202,Mount Gambier,AU,2022-07-14 14:09:08,-37.8333,140.7667,48.11,93,100,9.22
203,Kaeo,NZ,2022-07-14 14:09:09,-35.1,173.7833,51.33,96,55,8.3
204,Okha,RU,2022-07-14 14:09:09,53.5739,142.9478,54.73,93,84,13.78
205,Umm Lajj,SA,2022-07-14 14:09:09,25.0213,37.2685,86.94,66,64,11.63
206,Sao Filipe,CV,2022-07-14 14:03:57,14.8961,-24.4956,75.88,75,5,16.4
207,Goundam,ML,2022-07-14 14:09:10,16.4145,-3.6708,98.44,30,68,7.94
208,Aginskoye,RU,2022-07-14 14:09:10,51.1,114.53,59.27,92,0,4.07
209,Sao Joao Da Barra,BR,2022-07-14 14:09:10,-21.6403,-41.0511,77.09,70,3,8.03
210,Barrow,US,2022-07-14 14:09:11,71.2906,-156.7887,32.02,86,100,9.22
211,Ko Samui,TH,2022-07-14 14:09:11,9.5357,99.9357,83.7,72,97,18.41
212,Saint-Philippe,RE,2022-07-14 14:07:33,-21.3585,55.7679,72.99,79,64,11.25
213,Krasnoselkup,RU,2022-07-14 14:09:12,65.7,82.4667,59.0,59,100,5.28
214,Hasaki,JP,2022-07-14 14:03:55,35.7333,140.8333,73.8,91,100,10.74
215,Luderitz,NA,2022-07-14 14:09:12,-26.6481,15.1594,71.92,39,0,16.46
216,Zhanakorgan,KZ,2022-07-14 14:09:12,43.9098,67.2495,95.25,11,0,20.31
217,Timra,SE,2022-07-14 14:09:13,62.487,17.3257,58.68,76,100,19.57
218,Santa Cruz,BO,2022-07-14 14:09:13,-17.8,-63.1667,80.06,61,75,27.63
219,Jalu,LY,2022-07-14 14:09:13,29.0331,21.5482,95.0,17,0,13.31
220,Kayerkan,RU,2022-07-14 14:09:14,69.3497,87.7602,57.52,58,95,8.59
221,Umm Kaddadah,SD,2022-07-14 14:09:14,13.6017,26.6876,91.83,36,64,6.06
222,Tobol,KZ,2022-07-14 14:09:14,52.6844,62.5794,88.48,37,16,1.5
223,Japura,ID,2022-07-14 14:09:14,-0.3167,102.35,75.45,97,96,0.4
224,Slavkov U Brna,CZ,2022-07-14 14:09:15,49.1533,16.8765,93.76,34,0,6.91
225,Teguldet,RU,2022-07-14 14:10:15,57.3064,88.1667,56.95,68,99,0.67
226,Puerto Narino,CO,2022-07-14 14:10:16,-3.7703,-70.3831,79.84,75,78,1.97
227,Qasigiannguit,GL,2022-07-14 14:10:16,68.8193,-51.1922,50.25,67,37,5.97
228,Saldanha,ZA,2022-07-14 14:09:58,-33.0117,17.9442,59.97,79,9,8.59
229,Topolobampo,MX,2022-07-14 14:10:17,25.6,-109.05,83.86,70,90,4.0
230,Antalaha,MG,2022-07-14 14:10:17,-14.9003,50.2788,72.77,72,11,12.26
231,Sungaipenuh,ID,2022-07-14 14:07:21,-2.0833,101.3833,66.33,98,100,1.54
232,Grindavik,IS,2022-07-14 14:10:17,63.8424,-22.4338,52.27,71,75,8.05
233,Poum,NC,2022-07-14 14:10:18,-20.2333,164.0167,73.09,58,9,20.22
234,High Level,CA,2022-07-14 14:05:37,58.5169,-117.136,58.71,54,7,9.84
235,Caluquembe,AO,2022-07-14 14:10:18,-13.7833,14.6833,75.58,20,0,5.64
236,Wuwei,CN,2022-07-14 14:10:18,37.9281,102.6414,70.72,73,100,8.77
237,Nabire,ID,2022-07-14 14:10:19,-3.3667,135.4833,77.31,89,100,3.42
238,Vestmannaeyjar,IS,2022-07-14 14:03:49,63.4427,-20.2734,52.79,76,20,11.5
239,Sakakah,SA,2022-07-14 14:10:19,29.9697,40.2064,104.38,12,0,12.75
240,Chokurdakh,RU,2022-07-14 14:08:47,70.6333,147.9167,43.3,63,47,7.94
241,Ugoofaaru,MV,2022-07-14 14:10:20,5.6667,73.0,82.98,78,83,14.63
242,Djambala,CG,2022-07-14 14:10:20,-2.5447,14.7533,89.58,26,23,5.99
243,Oskarshamn,SE,2022-07-14 14:10:20,57.2645,16.4484,70.99,41,98,15.46
244,Yar-Sale,RU,2022-07-14 14:10:21,66.8333,70.8333,61.95,62,100,8.59
245,Yacuanquer,CO,2022-07-14 14:10:21,1.1158,-77.4017,50.54,68,48,4.0
246,Guerrero Negro,MX,2022-07-14 14:10:21,27.9769,-114.0611,64.69,87,15,11.79
247,Provideniya,RU,2022-07-14 14:10:22,64.3833,-173.3,50.68,63,100,6.35
248,Bandarbeyla,SO,2022-07-14 14:10:22,9.4942,50.8122,84.43,61,100,30.18
249,Lompoc,US,2022-07-14 14:10:22,34.6391,-120.4579,57.85,88,100,8.99
250,Saint-Pierre,RE,2022-07-14 14:10:23,-21.3393,55.4781,73.08,69,100,5.75
251,Zhaotong,CN,2022-07-14 14:10:23,27.3167,103.7167,70.36,68,27,2.77
252,Mocuba,MZ,2022-07-14 14:10:23,-16.8392,36.9856,75.31,59,2,5.26
253,Ishigaki,JP,2022-07-14 14:10:24,24.3448,124.1572,85.32,84,100,15.95
254,Port Shepstone,ZA,2022-07-14 14:10:24,-30.7414,30.455,69.35,48,0,12.91
255,Shimoda,JP,2022-07-14 14:10:24,34.6667,138.95,74.1,93,100,6.67
256,Lluta,PE,2022-07-14 14:10:25,-16.0147,-72.0142,52.5,28,61,4.0
257,Dalvik,IS,2022-07-14 14:10:25,65.9702,-18.5286,48.99,84,100,5.59
258,Nyurba,RU,2022-07-14 14:10:25,63.2842,118.3319,63.61,88,81,4.05
259,Dunedin,NZ,2022-07-14 14:08:12,-45.8742,170.5036,42.8,74,50,10.0
260,Garden City,US,2022-07-14 14:10:26,42.3256,-83.331,73.89,63,20,5.75
261,Cherskiy,RU,2022-07-14 14:10:26,68.75,161.3,35.71,83,9,11.83
262,Sokoto,NG,2022-07-14 14:10:26,13.0609,5.239,96.03,37,17,13.09
263,Talnakh,RU,2022-07-14 14:10:27,69.4865,88.3972,58.21,56,100,6.46
264,Pontes E Lacerda,BR,2022-07-14 14:10:27,-15.2261,-59.3353,87.85,29,87,6.89
265,Nerja,ES,2022-07-14 14:10:16,36.7585,-3.8873,109.58,58,0,3.0
266,Zhangye,CN,2022-07-14 14:10:27,38.9342,100.4517,70.56,58,100,7.96
267,Havre,FR,2022-07-14 14:10:28,49.5833,0.3333,77.34,73,23,12.66
268,Tecolutla,MX,2022-07-14 14:10:28,20.4833,-97.0167,78.66,80,86,6.06
269,Hirado,JP,2022-07-14 14:10:28,33.3597,129.5531,79.39,95,46,11.43
270,Saint George,US,2022-07-14 14:09:55,37.1041,-113.5841,87.94,32,0,4.61
271,Altay,CN,2022-07-14 14:11:29,47.8667,88.1167,61.12,39,15,7.99
272,Verkhnyaya Inta,RU,2022-07-14 14:11:29,65.9811,60.3094,81.5,53,52,8.75
273,Baykit,RU,2022-07-14 14:11:30,61.67,96.37,54.45,84,40,1.95
274,Porto Nacional,BR,2022-07-14 14:11:30,-10.7081,-48.4172,86.0,35,36,7.11
275,Melfi,IT,2022-07-14 14:11:30,40.9965,15.6514,89.49,17,0,9.51
276,Boyolangu,ID,2022-07-14 14:11:30,-8.1181,111.8935,75.42,92,94,2.91
277,Pombas,CV,2022-07-14 14:11:31,17.1503,-25.0201,78.58,76,48,13.56
278,Kalmunai,LK,2022-07-14 14:11:31,7.4167,81.8167,85.6,54,21,11.36
279,Marsa Matruh,EG,2022-07-14 14:11:31,31.3525,27.2453,80.58,52,0,14.92
280,Nelson Bay,AU,2022-07-14 14:09:21,-32.7167,152.15,54.0,90,84,19.06
281,Walvis Bay,NA,2022-07-14 14:11:32,-22.9575,14.5053,60.1,51,2,14.61
282,Bontang,ID,2022-07-14 14:09:41,0.1333,117.5,74.66,89,100,1.81
283,Coruripe,BR,2022-07-14 14:10:06,-10.1256,-36.1756,78.62,71,13,11.59
284,Mumford,GH,2022-07-14 14:11:32,5.2618,-0.759,76.24,85,98,12.91
285,Kizilskoye,RU,2022-07-14 14:11:33,52.7255,58.8937,85.98,56,23,3.13
286,Touros,BR,2022-07-14 14:07:36,-5.1989,-35.4608,80.67,76,44,16.8
287,Dingle,PH,2022-07-14 14:11:33,10.9995,122.6711,76.33,92,62,1.61
288,Xuddur,SO,2022-07-14 14:11:33,4.1213,43.8894,82.51,51,99,20.15
289,Wairoa,NZ,2022-07-14 14:11:34,-39.0333,177.3667,51.55,94,100,5.99
290,Tanout,NE,2022-07-14 14:11:34,14.9709,8.8879,97.81,22,45,9.37
291,Gumdag,TM,2022-07-14 14:11:34,39.2061,54.5906,107.35,8,0,14.63
292,Ilulissat,GL,2022-07-14 14:08:50,69.2167,-51.1,50.02,57,20,6.91
293,Turayf,SA,2022-07-14 14:11:35,31.6725,38.6637,95.23,12,4,9.51
