City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
258,Fairbanks,US,2022-07-16 19:16:33,64.8378,-147.7164,60.1,87,100,8.05,overcast clouds
259,Castro,BR,2022-07-16 19:16:34,-24.7911,-50.0119,74.59,51,13,14.94,few clouds
260,Moose Factory,CA,2022-07-16 19:16:34,51.2585,-80.6094,71.58,78,75,11.5,haze
261,Birin,NP,2022-07-16 19:16:34,26.8865,88.0718,66.65,88,52,2.73,broken clouds
262,Lata,PT,2022-07-16 19:16:35,40.1629,-8.3327,77.45,49,100,4.81,overcast clouds
263,Kaeo,NZ,2022-07-16 19:16:35,-35.1,173.7833,43.32,94,6,4.68,clear sky
264,Orange,US,2022-07-16 19:16:35,33.7,-117.7675,101.68,63,20,9.22,few clouds
265,Phangnga,TH,2022-07-16 19:16:36,8.4509,98.5298,78.84,94,100,2.37,overcast clouds
266,Buin,CL,2022-07-16 19:16:36,-33.7333,-70.75,53.92,54,94,1.43,overcast clouds
267,Neuquen,AR,2022-07-16 19:16:36,-38.9516,-68.0591,49.42,36,11,19.42,few clouds
268,Umm Kaddadah,SD,2022-07-16 19:16:37,13.6017,26.6876,90.48,35,66,10.02,broken clouds
269,Jiexiu,CN,2022-07-16 19:16:37,37.0244,111.9125,71.65,78,52,3.78,broken clouds
270,Polczyn-Zdroj,PL,2022-07-16 19:16:37,53.7642,16.0957,59.29,68,4,13.31,clear sky
271,Vallenar,CL,2022-07-16 19:15:48,-28.5708,-70.7581,57.24,29,29,7.65,scattered clouds
272,Sisimiut,GL,2022-07-16 19:16:38,66.9395,-53.6735,43.41,81,99,8.9,overcast clouds
273,Sept-Iles,CA,2022-07-16 19:16:38,50.2001,-66.3821,70.05,67,100,4.61,overcast clouds
274,Bahia Honda,CU,2022-07-16 19:16:38,22.9036,-83.1592,87.69,56,65,3.33,light rain
275,Flin Flon,CA,2022-07-16 19:17:39,54.7682,-101.865,84.04,51,75,9.22,broken clouds
276,Kundla,IN,2022-07-16 19:17:39,21.3333,71.3,79.5,89,81,17.02,broken clouds
277,Beloha,MG,2022-07-16 19:17:39,-25.1667,45.05,65.73,81,5,16.13,clear sky
278,Ust-Omchug,RU,2022-07-16 19:17:40,61.15,149.6333,63.81,87,100,3.29,overcast clouds
279,Luderitz,NA,2022-07-16 19:13:26,-26.6481,15.1594,68.04,38,0,2.01,clear sky
280,Lasa,IT,2022-07-16 19:17:40,46.6166,10.7002,67.1,74,0,4.54,clear sky
281,Shingu,JP,2022-07-16 19:17:41,33.7333,135.9833,74.52,94,13,3.51,few clouds
282,Salym,RU,2022-07-16 19:17:41,60.0625,71.4789,54.95,97,46,5.01,scattered clouds
283,Constitucion,CL,2022-07-16 19:17:41,-35.3333,-72.4167,50.68,70,100,6.04,overcast clouds
284,Port Elizabeth,ZA,2022-07-16 19:17:41,-33.918,25.5701,59.29,63,75,4.61,broken clouds
285,Kriel,ZA,2022-07-16 19:17:42,-26.2739,29.2253,48.81,54,0,7.11,clear sky
286,Aklavik,CA,2022-07-16 19:17:42,68.2191,-135.0107,59.0,67,100,8.05,overcast clouds
287,Bogorodskoye,RU,2022-07-16 19:17:42,56.55,37.8833,55.22,82,86,5.44,overcast clouds
288,Ketchikan,US,2022-07-16 19:17:43,55.3422,-131.6461,61.27,72,75,4.61,broken clouds
289,Sao Felix Do Xingu,BR,2022-07-16 19:17:43,-6.6447,-51.995,95.92,25,6,2.84,clear sky
290,Ilulissat,GL,2022-07-16 19:17:43,69.2167,-51.1,46.42,71,20,4.61,few clouds
291,Bam,IR,2022-07-16 19:17:44,29.106,58.357,90.36,9,83,7.16,broken clouds
292,Leua,SK,2022-07-16 19:17:44,48.2156,18.6071,74.5,42,89,4.5,overcast clouds
293,Katobu,ID,2022-07-16 19:17:44,-4.9408,122.5276,73.81,88,100,4.74,overcast clouds
294,Searcy,US,2022-07-16 19:14:45,35.2506,-91.7363,98.6,44,0,8.05,clear sky
295,Cervo,ES,2022-07-16 19:17:45,43.6702,-7.4101,64.96,85,100,5.01,overcast clouds
296,Pato Branco,BR,2022-07-16 19:17:45,-26.2286,-52.6706,66.52,82,100,13.53,light rain
297,Namatanai,PG,2022-07-16 19:17:45,-3.6667,152.4333,78.13,83,89,7.29,light rain
298,San Miguel,SV,2022-07-16 19:16:27,13.4833,-88.1833,91.0,58,0,3.44,clear sky
299,Port Hardy,CA,2022-07-16 19:17:46,50.6996,-127.4199,59.18,82,75,5.75,broken clouds
300,Kupang,ID,2022-07-16 19:17:46,-10.1667,123.5833,70.92,79,13,8.12,few clouds
301,Trairi,BR,2022-07-16 19:15:44,-3.2778,-39.2689,83.23,66,68,12.24,broken clouds
302,Tarut,SA,2022-07-16 19:17:47,26.5733,50.0369,93.42,60,100,11.23,overcast clouds
303,Yulara,AU,2022-07-16 19:17:47,-25.2406,130.9889,50.61,22,98,5.44,overcast clouds
304,Chake Chake,TZ,2022-07-16 19:17:47,-5.2459,39.7666,74.59,80,100,13.82,overcast clouds
305,Aban,RU,2022-07-16 19:17:48,56.67,96.06,51.22,92,96,1.79,overcast clouds
306,Voi,KE,2022-07-16 19:17:48,-3.3945,38.563,67.96,83,100,11.95,overcast clouds
307,Nemuro,JP,2022-07-16 19:17:48,43.3236,145.575,60.73,98,100,22.66,moderate rain
308,Kiama,AU,2022-07-16 19:17:49,-34.6833,150.8667,57.45,58,0,8.01,clear sky
309,Talnakh,RU,2022-07-16 19:17:49,69.4865,88.3972,60.21,50,100,6.87,overcast clouds
310,Chokurdakh,RU,2022-07-16 19:17:49,70.6333,147.9167,46.18,77,100,14.74,overcast clouds
311,Boksitogorsk,RU,2022-07-16 19:17:50,59.474,33.8485,51.6,93,8,4.61,clear sky
312,Yenagoa,NG,2022-07-16 19:17:50,4.9247,6.2642,74.93,84,100,6.26,overcast clouds
313,Phalodi,IN,2022-07-16 19:17:50,27.1333,72.3667,89.71,58,41,9.06,scattered clouds
314,Saravan,AM,2022-07-16 19:17:51,39.7196,45.6483,66.15,56,0,8.9,clear sky
315,Andenes,NO,2022-07-16 19:17:51,69.3143,16.1194,50.94,93,100,10.36,overcast clouds
316,Kolpashevo,RU,2022-07-16 19:17:51,58.3131,82.9089,54.25,96,100,3.76,light rain
317,Grong,NO,2022-07-16 19:17:52,64.4654,12.3149,48.63,94,100,10.6,overcast clouds
318,Grand Forks,US,2022-07-16 19:17:52,47.9417,-97.4337,80.53,74,20,11.5,few clouds
319,Upata,VE,2022-07-16 19:17:52,8.0086,-62.3989,78.78,78,97,3.71,overcast clouds
320,Guerrero Negro,MX,2022-07-16 19:18:53,27.9769,-114.0611,71.67,68,100,12.1,overcast clouds
321,Inirida,CO,2022-07-16 19:18:53,3.8653,-67.9239,91.35,50,52,2.08,broken clouds
322,Hokitika,NZ,2022-07-16 19:18:53,-42.7167,170.9667,44.64,82,100,2.53,overcast clouds
323,Amga,RU,2022-07-16 19:18:54,60.8953,131.9608,66.94,91,10,1.39,clear sky
324,Forbes,AU,2022-07-16 19:18:54,-33.3833,148.0167,41.99,75,0,11.99,clear sky
325,Rocha,UY,2022-07-16 19:15:27,-34.4833,-54.3333,48.94,91,100,19.82,moderate rain
326,Honningsvag,NO,2022-07-16 19:18:54,70.9821,25.9704,51.55,93,100,14.97,overcast clouds
327,Bima,ID,2022-07-16 19:18:55,-8.4667,118.7167,74.8,90,67,3.67,broken clouds
328,Altay,CN,2022-07-16 19:18:55,47.8667,88.1167,62.92,54,0,5.14,clear sky
329,Yugorsk,RU,2022-07-16 19:18:55,61.3133,63.3319,63.68,66,31,5.28,scattered clouds
330,Norden,DE,2022-07-16 19:18:56,53.6,7.2,60.94,67,14,11.97,few clouds
331,Guymon,US,2022-07-16 19:16:47,36.6828,-101.4816,105.8,14,20,10.36,few clouds
332,Mandalgovi,MN,2022-07-16 19:18:56,45.7625,106.2708,58.73,58,0,0.87,clear sky
333,Paris,FR,2022-07-16 19:14:00,48.8534,2.3488,81.37,38,0,12.66,clear sky
334,Sirajganj,BD,2022-07-16 19:18:57,24.45,89.7167,85.14,76,6,15.19,clear sky
335,Clovis,US,2022-07-16 19:18:57,36.8252,-119.7029,105.6,28,20,1.99,few clouds
336,Bintulu,MY,2022-07-16 19:18:57,3.1667,113.0333,77.41,94,20,0.0,heavy intensity rain
337,Pirovskoye,RU,2022-07-16 19:18:58,57.6267,92.2658,53.6,83,100,3.74,overcast clouds
338,Liku,ID,2022-07-16 19:18:58,-0.7275,119.8922,75.33,91,100,4.16,light rain
339,Phaphund,IN,2022-07-16 19:18:58,26.6,79.4667,93.96,42,2,8.19,clear sky
340,Lingao,CN,2022-07-16 19:18:59,19.9103,109.6859,82.0,84,100,2.13,overcast clouds
341,Vaitape,PF,2022-07-16 19:18:59,-16.5167,-151.75,76.68,69,87,24.83,light rain
342,Sangar,RU,2022-07-16 19:18:59,63.9242,127.4739,64.69,90,100,4.38,light rain
343,Zhezkazgan,KZ,2022-07-16 19:19:00,47.8043,67.7144,82.58,25,39,14.29,scattered clouds
344,Pailon,BO,2022-07-16 19:19:00,-17.65,-62.75,63.5,70,100,8.84,overcast clouds
345,Zabol,AF,2022-07-16 19:19:00,32.25,67.25,77.7,45,69,5.82,broken clouds
346,Tigil,RU,2022-07-16 19:19:01,57.8,158.6667,60.1,77,14,4.59,few clouds
347,Cabo San Lucas,MX,2022-07-16 19:17:49,22.8909,-109.9124,92.5,45,20,5.99,few clouds
348,Bowling Green,US,2022-07-16 19:17:58,36.9903,-86.4436,93.54,47,0,9.22,clear sky
349,Vila Do Maio,CV,2022-07-16 19:16:10,15.1333,-23.2167,76.78,78,8,8.19,clear sky
350,Antalaha,MG,2022-07-16 19:19:01,-14.9003,50.2788,67.55,84,17,8.05,few clouds
351,Hay River,CA,2022-07-16 19:19:02,60.8156,-115.7999,61.66,65,100,4.21,overcast clouds
352,Bisira,PA,2022-07-16 19:19:02,8.5196,-81.7115,71.58,62,79,3.4,broken clouds
353,Simbahan,PH,2022-07-16 19:19:02,6.3032,120.5836,81.37,76,100,4.03,overcast clouds
354,Muros,ES,2022-07-16 19:19:03,42.7762,-9.0603,80.17,74,56,3.2,broken clouds
355,Kieta,PG,2022-07-16 19:19:03,-6.2167,155.6333,77.63,84,42,4.83,scattered clouds
356,Zhigansk,RU,2022-07-16 19:19:03,66.7697,123.3711,47.98,82,100,16.06,light rain
357,Acarau,BR,2022-07-16 19:15:49,-2.8856,-40.12,84.15,66,20,17.2,few clouds
358,Adrar,MR,2022-07-16 19:19:04,20.5022,-10.0711,105.04,6,100,18.12,overcast clouds
359,Basoko,CD,2022-07-16 19:19:04,1.2391,23.616,73.38,92,100,4.25,light rain
360,Ishinomaki,JP,2022-07-16 19:19:04,38.4167,141.3,71.82,96,100,7.0,overcast clouds
361,Sayyan,YE,2022-07-16 19:19:05,15.1718,44.3244,65.64,54,79,4.25,broken clouds
362,Meulaboh,ID,2022-07-16 19:19:05,4.1363,96.1285,77.27,89,100,3.69,overcast clouds
363,Yenotayevka,RU,2022-07-16 19:19:05,47.2456,47.0281,80.31,42,5,10.04,clear sky
364,Pangnirtung,CA,2022-07-16 19:19:06,66.1451,-65.7125,50.0,81,40,17.27,scattered clouds
365,Usinsk,RU,2022-07-16 19:20:06,65.9939,57.5281,67.78,89,100,4.36,light rain
366,Burgstadt,DE,2022-07-16 19:20:06,50.9167,12.8167,63.91,53,7,7.25,clear sky
367,San Cristobal,VE,2022-07-16 19:20:07,7.7669,-72.225,78.98,42,18,6.49,few clouds
368,Benguela,AO,2022-07-16 19:20:07,-12.5763,13.4055,68.72,87,0,4.9,clear sky
369,Mount Isa,AU,2022-07-16 19:20:07,-20.7333,139.5,40.77,87,0,0.0,clear sky
370,Luwuk,ID,2022-07-16 19:20:08,-0.9516,122.7875,76.15,87,100,5.64,overcast clouds
371,Avera,US,2022-07-16 19:20:08,33.194,-82.5271,90.55,46,38,3.6,scattered clouds
372,Mpika,ZM,2022-07-16 19:20:08,-11.8343,31.4529,55.22,56,39,4.18,scattered clouds
373,Birstonas,LT,2022-07-16 19:20:09,54.6167,24.0333,55.53,93,100,7.49,light rain
374,Nampa,US,2022-07-16 19:20:09,43.5407,-116.5635,97.36,25,0,5.75,clear sky
375,Bismarck,US,2022-07-16 19:17:46,46.8083,-100.7837,90.64,52,0,13.8,clear sky
376,Kazaki,RU,2022-07-16 19:20:09,52.6248,38.2649,65.08,61,100,4.23,overcast clouds
377,Dudinka,RU,2022-07-16 19:20:10,69.4058,86.1778,60.62,61,64,15.3,broken clouds
378,Paamiut,GL,2022-07-16 19:20:10,61.994,-49.6678,41.05,85,97,11.36,overcast clouds
379,Porto Novo,BJ,2022-07-16 19:20:10,6.4965,2.6036,75.79,86,73,9.13,broken clouds
380,Bonthe,SL,2022-07-16 19:20:11,7.5264,-12.505,77.99,84,88,9.6,light rain
381,Leova,MD,2022-07-16 19:20:11,46.4786,28.2553,71.11,56,0,3.18,clear sky
382,Sola,VU,2022-07-16 19:20:11,-13.8833,167.55,79.75,76,81,22.88,broken clouds
383,Cayenne,GF,2022-07-16 19:20:12,4.9333,-52.3333,87.84,1,100,2.3,overcast clouds
384,Tramore,IE,2022-07-16 19:20:12,52.1624,-7.1524,65.64,82,40,3.44,scattered clouds
385,Spornoye,RU,2022-07-16 19:20:12,50.8448,37.2913,63.0,72,20,8.57,few clouds
386,Marsh Harbour,BS,2022-07-16 19:20:13,26.5412,-77.0636,84.16,68,62,20.18,broken clouds
387,Alofi,NU,2022-07-16 19:20:13,-19.0595,-169.9187,73.29,83,78,4.61,broken clouds
388,Izumo,JP,2022-07-16 19:20:13,35.3667,132.7667,73.35,93,17,4.68,few clouds
389,Jagdispur,IN,2022-07-16 19:20:14,25.4833,84.4167,91.26,53,3,11.54,clear sky
390,Necochea,AR,2022-07-16 19:20:14,-38.5473,-58.7368,47.75,69,100,22.62,overcast clouds
391,Surgut,RU,2022-07-16 19:20:14,61.25,73.4167,59.18,76,0,2.24,clear sky
392,Cockburn Town,TC,2022-07-16 19:20:14,21.4612,-71.1419,85.96,70,40,17.27,scattered clouds
393,Derzhavinsk,KZ,2022-07-16 19:20:15,51.1,66.3167,69.19,71,0,15.08,clear sky
394,Yemelyanovo,RU,2022-07-16 19:20:15,56.1681,92.6767,47.21,100,100,2.24,light rain
395,Boa Vista,BR,2022-07-16 19:20:15,2.8197,-60.6733,89.58,55,40,6.91,scattered clouds
396,Thinadhoo,MV,2022-07-16 19:20:16,0.5333,72.9333,83.28,78,21,13.67,few clouds
397,Eyl,SO,2022-07-16 19:20:16,7.9803,49.8164,79.83,64,99,29.71,overcast clouds
398,Lesogorsk,RU,2022-07-16 19:20:16,56.0458,99.5136,53.49,86,83,2.17,broken clouds
399,Port Said,EG,2022-07-16 19:20:17,31.2565,32.2841,78.37,63,0,8.52,clear sky
400,Kirakira,SB,2022-07-16 19:20:17,-10.4544,161.9205,78.67,83,26,11.12,scattered clouds
401,Hofn,IS,2022-07-16 19:17:08,64.2539,-15.2082,51.03,90,72,8.57,broken clouds
402,Metaxades,GR,2022-07-16 19:20:17,41.4204,26.225,76.3,43,5,5.3,clear sky
403,Yuanping,CN,2022-07-16 19:20:18,38.7153,112.7575,70.32,47,98,4.14,overcast clouds
404,Bethel,US,2022-07-16 19:20:18,41.3712,-73.414,81.64,71,0,8.05,clear sky
405,Mayo,US,2022-07-16 19:20:18,38.8876,-76.5119,88.39,75,0,9.22,clear sky
406,Molochnoye,RU,2022-07-16 19:20:19,59.2917,39.6787,54.05,90,18,4.92,few clouds
407,Wasilla,US,2022-07-16 19:15:52,61.5814,-149.4394,58.73,88,100,5.75,light rain
408,Guthrie,US,2022-07-16 19:17:08,35.8789,-97.4253,102.9,30,0,3.44,clear sky
409,Suamico,US,2022-07-16 19:20:19,44.6319,-88.0393,78.49,59,78,1.99,broken clouds
410,Yarada,IN,2022-07-16 19:20:20,17.65,83.2667,80.92,94,100,4.61,light rain
411,Jalu,LY,2022-07-16 19:20:20,29.0331,21.5482,88.3,22,0,9.69,clear sky
412,Quatre Cocos,MU,2022-07-16 19:20:20,-20.2078,57.7625,71.71,68,21,15.46,few clouds
413,Havoysund,NO,2022-07-16 19:20:21,70.9963,24.6622,52.03,97,100,13.6,overcast clouds
414,Boddam,GB,2022-07-16 19:17:22,57.4667,-1.7833,68.43,87,100,12.39,overcast clouds
415,Linhares,BR,2022-07-16 19:21:21,-19.3911,-40.0722,81.63,42,29,9.28,scattered clouds
416,Clonakilty,IE,2022-07-16 19:21:21,51.6231,-8.8706,65.41,80,100,9.06,overcast clouds
417,Tongchuan,CN,2022-07-16 19:21:22,35.0806,109.0897,73.0,60,83,7.11,broken clouds
418,Uglovka,RU,2022-07-16 19:21:22,58.2392,33.5108,52.99,81,56,5.19,broken clouds
419,Sinop,TR,2022-07-16 19:21:22,41.7711,34.8709,62.11,88,0,3.98,clear sky
420,Ljungby,SE,2022-07-16 19:21:23,56.8332,13.9408,64.17,49,63,9.35,broken clouds
421,Acapulco,MX,2022-07-16 19:20:14,16.8634,-99.8901,85.82,70,75,10.36,broken clouds
422,Kharp,RU,2022-07-16 19:21:23,66.8014,65.8081,55.74,58,1,6.33,clear sky
423,Suez,EG,2022-07-16 19:21:23,29.9737,32.5263,78.87,36,0,5.57,clear sky
424,Padang,ID,2022-07-16 19:21:24,-0.9492,100.3543,76.71,83,99,3.6,overcast clouds
425,Barcelos,PT,2022-07-16 19:21:24,41.5388,-8.6151,84.92,55,61,4.72,broken clouds
426,Kangundo,KE,2022-07-16 19:21:24,-1.2979,37.3471,62.94,72,57,4.23,broken clouds
427,Hirara,JP,2022-07-16 19:21:25,24.8,125.2833,84.65,87,100,14.36,overcast clouds
428,Erattupetta,IN,2022-07-16 19:21:25,9.7,76.7833,75.33,92,100,2.26,overcast clouds
429,Chkalovsk,RU,2022-07-16 19:21:25,56.7647,43.2433,64.74,65,95,4.21,overcast clouds
430,Cherskiy,RU,2022-07-16 19:19:24,68.75,161.3,43.41,70,10,7.65,clear sky
431,San Ciro De Acosta,MX,2022-07-16 19:21:26,21.6333,-99.8167,84.42,41,84,9.46,broken clouds
432,Krasnoselkup,RU,2022-07-16 19:21:26,65.7,82.4667,53.73,87,63,11.01,broken clouds
433,Mednogorsk,RU,2022-07-16 19:21:26,51.4128,57.595,64.42,84,75,5.64,broken clouds
434,Sao Joao Batista,BR,2022-07-16 19:21:27,-27.2761,-48.8494,77.04,49,92,5.3,overcast clouds
435,Sorland,NO,2022-07-16 19:21:27,67.667,12.6934,51.66,83,99,12.8,overcast clouds
436,Te Anau,NZ,2022-07-16 19:21:27,-45.4167,167.7167,41.41,96,100,6.98,overcast clouds
437,Bethanien,NA,2022-07-16 19:21:28,-26.502,17.1583,62.62,19,0,9.48,clear sky
438,Bilibino,RU,2022-07-16 19:21:28,68.0546,166.4372,53.01,77,47,5.5,scattered clouds
439,Hamilton,US,2022-07-16 19:20:06,39.1834,-84.5333,93.09,51,20,14.97,few clouds
440,Sur,OM,2022-07-16 19:21:28,22.5667,59.5289,87.17,68,100,8.97,overcast clouds
441,Abashiri,JP,2022-07-16 19:21:29,44.0213,144.2697,63.95,98,100,8.14,light rain
442,Abhar,IR,2022-07-16 19:21:29,36.1468,49.218,70.63,52,0,4.74,clear sky
443,Carballo,ES,2022-07-16 19:21:29,43.213,-8.691,70.02,83,66,3.18,broken clouds
444,Balkhash,KZ,2022-07-16 19:21:30,46.844,74.9804,78.08,41,6,11.7,clear sky
445,Bubaque,GW,2022-07-16 19:21:30,11.2833,-15.8333,81.45,81,66,12.35,broken clouds
446,Narsaq,GL,2022-07-16 19:20:21,60.9167,-46.05,52.02,79,100,5.08,overcast clouds
447,Byron Bay,AU,2022-07-16 19:18:11,-28.65,153.6167,54.95,85,7,8.57,clear sky
448,Nyurba,RU,2022-07-16 19:21:31,63.2842,118.3319,55.4,97,99,3.27,overcast clouds
449,Mikhaylovka,RU,2022-07-16 19:21:31,50.06,43.2379,77.79,43,100,8.72,overcast clouds
450,Brownsville,US,2022-07-16 19:20:39,25.9018,-97.4975,97.09,43,0,16.11,clear sky
451,Codrington,AU,2022-07-16 19:21:32,-38.2667,141.9667,51.85,93,100,14.09,light rain
452,Chumphon,TH,2022-07-16 19:21:32,10.3333,98.8333,72.1,95,100,2.89,overcast clouds
453,Esperance,AU,2022-07-16 19:18:13,-33.8667,121.9,55.08,74,49,2.75,scattered clouds
454,Kautokeino,NO,2022-07-16 19:21:32,69.0125,23.0412,48.4,95,100,15.7,light rain
455,Port-Cartier,CA,2022-07-16 19:21:33,50.0334,-66.8654,69.75,55,100,9.19,overcast clouds
456,Srikakulam,IN,2022-07-16 19:21:33,18.3,83.9,78.24,92,100,5.14,very heavy rain
457,Puerto Penasco,MX,2022-07-16 19:21:33,31.3167,-113.5333,91.9,67,0,5.99,clear sky
458,Jasper,US,2022-07-16 19:21:34,37.2001,-94.3502,96.46,42,0,11.5,light rain
459,Dong Hoi,VN,2022-07-16 19:21:34,17.4833,106.6,81.46,81,100,6.24,overcast clouds
460,Gaya,IN,2022-07-16 19:22:34,24.7833,85.0,88.41,60,3,10.83,clear sky
461,Hobbs,US,2022-07-16 19:22:35,32.7026,-103.136,94.82,22,0,8.05,clear sky
462,Palmer,US,2022-07-16 19:22:35,42.1584,-72.3287,82.51,58,75,6.91,broken clouds
463,Kutum,SD,2022-07-16 19:22:35,14.2,24.6667,82.02,42,100,8.57,overcast clouds
464,Phan Thiet,VN,2022-07-16 19:22:36,10.9333,108.1,77.59,90,55,6.6,broken clouds
465,Walvis Bay,NA,2022-07-16 19:22:36,-22.9575,14.5053,76.15,20,0,4.61,clear sky
466,San Andres,CO,2022-07-16 19:22:36,12.5847,-81.7006,86.02,70,20,13.8,few clouds
467,La Libertad,EC,2022-07-16 19:18:58,-2.2333,-80.9,69.46,83,100,13.8,overcast clouds
468,Buncrana,IE,2022-07-16 19:22:37,55.1333,-7.45,65.97,92,100,3.02,heavy intensity rain
469,Ubinskoye,RU,2022-07-16 19:22:37,55.3068,79.6802,57.42,80,100,3.58,overcast clouds
470,Haverfordwest,GB,2022-07-16 19:22:37,51.8017,-4.9691,71.19,72,100,2.93,overcast clouds
471,Watertown,US,2022-07-16 19:22:38,42.3709,-71.1828,87.98,42,0,13.8,clear sky
472,Saint-Joseph,RE,2022-07-16 19:22:38,-21.3667,55.6167,66.58,75,14,13.98,few clouds
473,Pavlodolskaya,RU,2022-07-16 19:22:38,43.7192,44.4781,77.99,47,0,8.46,clear sky
474,Turukhansk,RU,2022-07-16 19:22:39,65.8167,87.9833,55.58,70,85,9.06,overcast clouds
475,Den Helder,NL,2022-07-16 19:22:15,52.9599,4.7593,62.02,68,20,5.99,few clouds
476,Kilrush,IE,2022-07-16 19:22:39,52.6397,-9.4833,69.55,79,100,3.06,overcast clouds
477,La Grande,US,2022-07-16 19:19:49,45.3246,-118.0877,89.02,30,0,2.59,clear sky
478,Strezhevoy,RU,2022-07-16 19:22:40,60.7333,77.5889,54.28,84,78,6.13,broken clouds
479,Afua,BR,2022-07-16 19:22:40,-0.1567,-50.3867,81.45,79,100,0.96,overcast clouds
480,Requena,ES,2022-07-16 19:22:40,39.4883,-1.1004,78.51,28,0,7.72,clear sky
481,Bria,CF,2022-07-16 19:22:41,6.5423,21.9863,70.83,95,89,1.59,light rain
482,Husavik,IS,2022-07-16 19:22:41,66.0449,-17.3389,53.94,79,100,6.82,overcast clouds
483,Chaska,US,2022-07-16 19:22:41,44.7894,-93.6022,88.25,58,0,8.05,clear sky
484,Mareeba,AU,2022-07-16 19:22:42,-17.0,145.4333,63.32,99,26,2.42,scattered clouds
485,Bengkulu,ID,2022-07-16 19:22:42,-3.8004,102.2655,76.03,86,100,3.53,overcast clouds
486,Merta,IN,2022-07-16 19:22:42,26.65,74.0333,84.65,70,82,7.81,broken clouds
487,Cotonou,BJ,2022-07-16 19:22:43,6.3654,2.4183,76.68,84,89,13.8,overcast clouds
488,Sistranda,NO,2022-07-16 19:22:43,63.7256,8.834,49.96,80,100,23.17,overcast clouds
489,Dingle,PH,2022-07-16 19:22:43,10.9995,122.6711,75.67,93,91,1.34,overcast clouds
490,Tenenkou,ML,2022-07-16 19:21:10,14.4572,-4.9169,89.82,48,100,25.88,overcast clouds
491,Nouna,BF,2022-07-16 19:22:44,12.7333,-3.8667,83.26,63,100,6.69,light rain
492,Fuling,CN,2022-07-16 19:22:44,29.7022,107.3919,80.47,90,70,3.44,broken clouds
493,Santa Rosalia,MX,2022-07-16 19:22:44,27.3167,-112.2833,88.63,57,84,12.37,broken clouds
494,Graaff-Reinet,ZA,2022-07-16 19:22:44,-32.2522,24.5308,61.23,31,0,8.01,clear sky
495,Caravelas,BR,2022-07-16 19:22:45,-17.7125,-39.2481,76.12,69,9,7.18,clear sky
496,Korla,CN,2022-07-16 19:22:45,41.7597,86.1469,74.37,42,9,6.46,clear sky
497,Mount Gambier,AU,2022-07-16 19:22:45,-37.8333,140.7667,51.71,93,75,13.8,light intensity shower rain
498,Kaka,TM,2022-07-16 19:22:46,37.3482,59.6143,88.54,10,0,4.94,clear sky
499,Erenhot,CN,2022-07-16 19:20:46,43.6475,111.9767,68.54,51,0,16.26,clear sky
500,Zhanaozen,KZ,2022-07-16 19:22:46,43.3,52.8,93.78,16,0,5.86,clear sky
501,Takoradi,GH,2022-07-16 19:22:47,4.8845,-1.7554,75.67,83,100,9.84,overcast clouds
502,San Matias,BO,2022-07-16 19:22:47,-16.3667,-58.4,97.99,24,100,10.49,overcast clouds
503,Aksu,CN,2022-07-16 19:22:47,41.1231,80.2644,78.42,35,3,2.08,clear sky
504,Dagana,MR,2022-07-16 19:22:48,16.5165,-15.5068,85.15,50,4,19.04,clear sky
505,Bonfim,BR,2022-07-16 19:23:48,3.0833,-59.95,86.49,63,33,3.98,scattered clouds
506,Tabou,CI,2022-07-16 19:23:48,4.423,-7.3528,75.7,83,100,9.66,overcast clouds
507,Santa Rosa,PH,2022-07-16 19:23:48,14.3122,121.1114,78.78,91,100,3.02,overcast clouds
508,Fenton,US,2022-07-16 19:23:49,42.7978,-83.7049,81.41,61,100,8.05,overcast clouds
509,Obihiro,JP,2022-07-16 19:23:49,42.9172,143.2044,60.73,98,100,5.32,light rain
510,Sun Valley,US,2022-07-16 19:23:49,39.5963,-119.776,98.04,16,0,8.01,clear sky
511,Muyuka,CM,2022-07-16 19:23:50,4.2898,9.4103,75.15,93,52,1.86,broken clouds
512,West Monroe,US,2022-07-16 19:23:50,32.5185,-92.1476,96.03,46,75,3.44,broken clouds
513,Tahoua,NE,2022-07-16 19:23:50,14.8888,5.2692,84.15,55,24,7.36,few clouds
514,Puerto Baquerizo Moreno,EC,2022-07-16 19:23:51,-0.9,-89.6,72.59,83,75,10.36,light rain
515,Guaruja,BR,2022-07-16 19:23:51,-23.9931,-46.2564,87.66,40,0,6.91,clear sky
516,Tazovskiy,RU,2022-07-16 19:23:51,67.4667,78.7,57.16,63,100,8.25,overcast clouds
517,Itarema,BR,2022-07-16 19:22:09,-2.9248,-39.9167,83.55,67,12,16.75,few clouds
518,Apatity,RU,2022-07-16 19:23:52,67.5641,33.4031,55.53,92,16,3.8,few clouds
519,Plettenberg Bay,ZA,2022-07-16 19:23:52,-34.0527,23.3716,65.75,41,71,7.34,broken clouds
520,Ulladulla,AU,2022-07-16 19:23:52,-35.35,150.4667,56.82,50,4,13.06,clear sky
521,Tessalit,ML,2022-07-16 19:23:53,20.1986,1.0114,99.37,11,99,4.29,overcast clouds
522,Fortuna,US,2022-07-16 19:23:53,40.5982,-124.1573,66.92,79,43,5.99,scattered clouds
523,Buala,SB,2022-07-16 19:23:53,-8.145,159.5921,78.53,85,91,9.37,light rain
